"ssp_id","line_item_id","code_type","line_code","package_base_code_boolean","fee_type","sub_package_ids","line_item_association_rate","description","ssp_version"
GA011,90436,HCPCS,J1100,0,Facility Fee,"149GA, 211GA, 204GA, 205GA",0.6829,Intramuscular Injection of 1mg Dexamethasone Sodium Phosphate,1.1
GA011,2932,RC,"0278",0,Facility Fee,"204GA, 211GA, 205GA, 149GA",0.6628,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - Other implants",1.1
GA011,72244,RC,"0272",0,Facility Fee,"204GA, 211GA, 205GA, 149GA",0.5894,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - Sterile",1.1
GA011,23955,HCPCS,J2250,0,Facility Fee,"149GA, 211GA, 205GA, 204GA",0.5584,Intramuscular Injection of 1mg Midazolam Hydrochloride,1.1
GA011,86308,HCPCS,J7120,0,Facility Fee,"211GA, 204GA, 205GA",0.1836,Intravenous Infusion of 1000 Cc of Ringer's Lactate Solution,1.1
GA011,50596,HCPCS,"49659",0,Facility Fee,"211GA",0.1699,"Laparoscopic Unlisted Hernioplasty, Herniorrhaphy, Herniotomy",1.1
GA011,90724,HCPCS,J1885,0,Facility Fee,"211GA",0.1197,Intramuscular Injection of 15mg Ketorolac Tromethamine,1.1
GA011,14787,HCPCS,"88307",0,Facility Fee,"204GA",0.0350,"Surgical Pathology Gross/Microscopic Exam, Various Organ/Tissue Resections/Biopsies",1.1
GA011,2020,RC,"0270",0,Optional Fee,"205GA, 149GA, 211GA, 204GA",0.3242,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - General",1.1
GA011,63508,HCPCS,J3490,0,Optional Fee,"211GA",0.0795,Pharmaceuticals without Categories,1.1
MS006,32740,HCPCS,"29881",1,Base Code,"164MS",0.5297,Arthroscopic Knee Meniscectomy with Debridement/Cartilage Shaving,1.1
MS006,90484,HCPCS,"29880",1,Base Code,"163MS",0.1839,"Arthroscopy, Knee, Meniscectomy, Debridement/Chondroplasty, Maybe Multiple Compartments",1.1
MS006,21652,HCPCS,"29877",1,Base Code,"246MS",0.0716,Arthroscopic Knee Surgery to Remove and Shape Cartilage,1.1
MS006,13732,HCPCS,"29882",1,Base Code,"248MS",0.0701,Surgical Knee Arthroscopy with Medial/Lateral Meniscus Repair,1.1
MS006,95764,HCPCS,"29876",1,Base Code,"245MS",0.0575,Arthroscopic Knee Synovectomy of at Least Two Compartments,1.1
MS006,9796,HCPCS,"29879",1,Base Code,"247MS",0.0527,"Arthroscopic Knee Surgery with Abrasion, Chondroplasty, Drilling, Microfracture",1.1
MS006,51268,HCPCS,"29875",1,Base Code,"244MS",0.0342,Arthroscopic Knee Synovectomy for Limited Resection of Shelf or Plica,1.1
MS006,21267,DIAG,S83,0,Diagnosis Codes,"248MS, 164MS, 244MS, 247MS, 246MS, 245MS, 163MS",0.6907,Dislocation and sprain of joints and ligaments of knee,1.1
MS006,87604,DIAG,M23,0,Diagnosis Codes,"247MS, 246MS, 245MS",0.0228,Internal derangement of knee,1.1
MS006,55252,DIAG,M22,0,Diagnosis Codes,"246MS",0.0169,Disorder of patella,1.1
MS006,105796,DIAG,M94,0,Diagnosis Codes,"246MS",0.0155,Other disorders of cartilage,1.1
MS006,7300,DIAG,M67,0,Diagnosis Codes,"244MS",0.0134,Other disorders of synovium and tendon,1.1
MS006,69268,DIAG,M65,0,Diagnosis Codes,"245MS",0.0079,Synovitis and tenosynovitis,1.1
MS006,85588,RC,"0710",0,Facility Fee,"247MS, 163MS, 246MS, 164MS, 244MS, 245MS, 248MS",0.7951,Recovery Room - General,1.1
MS006,18436,RC,"0250",0,Facility Fee,"245MS, 244MS, 163MS, 164MS, 246MS, 247MS, 248MS",0.7804,"Pharmacy (Also see 063X, an extension of 250X) - General",1.1
MS006,14355,RC,"0360",0,Facility Fee,"244MS, 163MS, 246MS, 247MS, 245MS, 248MS, 164MS",0.7796,Operating Room Services - General,1.1
MS006,4372,RC,"0370",0,Facility Fee,"247MS, 245MS, 244MS, 248MS, 164MS, 246MS, 163MS",0.7131,Anesthesia - General,1.1
MS006,18580,RC,"0636",0,Facility Fee,"164MS, 163MS, 246MS, 244MS, 245MS, 247MS, 248MS",0.5943,Pharmacy - Extension of 025X - Drugs requiring detailed coding,1.1
MS006,95908,HCPCS,J3010,0,Facility Fee,"164MS, 163MS, 247MS, 245MS, 244MS, 246MS, 248MS",0.5590,Intramuscular Injection of Fentanyl Citrate 0.1mg,1.1
MS006,5283,HCPCS,J2405,0,Facility Fee,"164MS, 163MS, 247MS, 245MS, 244MS, 246MS, 248MS",0.5554,"Intramuscular Injection of Ondansetron Hydrochloride, 1mg",1.1
MS006,20307,RC,"0272",0,Facility Fee,"245MS, 244MS, 163MS, 164MS, 247MS, 246MS, 248MS",0.5400,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - Sterile",1.1
MS006,68932,HCPCS,J2704,0,Facility Fee,"164MS, 163MS, 247MS, 245MS, 244MS, 246MS, 248MS",0.4890,Intramuscular Injection of 10mg Propofol,1.1
MS006,55636,HCPCS,J0690,0,Facility Fee,"164MS, 163MS, 247MS, 245MS, 244MS, 246MS, 248MS",0.4821,Intramuscular Injection of 500mg Cefazolin Sodium,1.1
MS006,104644,HCPCS,J1100,0,Facility Fee,"164MS, 163MS, 247MS, 245MS, 244MS, 246MS, 248MS",0.4718,Intramuscular Injection of 1mg Dexamethasone Sodium Phosphate,1.1
MS006,387,HCPCS,J2250,0,Facility Fee,"247MS, 245MS, 244MS, 246MS, 248MS",0.1459,Intramuscular Injection of 1mg Midazolam Hydrochloride,1.1
MS006,3219,HCPCS,C1713,0,Facility Fee,"248MS",0.0455,Implantable Anchor/Screw for Bone-to-bone/soft Tissue-to-bone Fixation,1.1
MS006,74788,RC,"0278",0,Facility Fee,"248MS",0.0429,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - Other implants",1.1
MS006,16612,HCPCS,J1885,0,Facility Fee,"248MS",0.0293,Intramuscular Injection of 15mg Ketorolac Tromethamine,1.1
MS006,32308,RC,"0270",0,Optional Fee,"246MS, 245MS, 163MS, 164MS, 247MS, 248MS, 244MS",0.3348,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - General",1.1
MS006,23236,HCPCS,J7120,0,Optional Fee,"248MS",0.0238,Intravenous Infusion of 1000 Cc of Ringer's Lactate Solution,1.1
MS006,10227,HCPCS,J1170,0,Optional Fee,"248MS",0.0219,"Injection of Hydromorphone, Up to 4 MG",1.1
MS008,59188,HCPCS,"29914",1,Base Code,"250MS",0.6477,"Arthroscopic Hip Surgery, Including Femoroplasty for Cam Lesion",1.1
MS008,64324,HCPCS,"29916",1,Base Code,"251MS",0.3522,Arthroscopic Hip Surgery with Labral Tear Repair,1.1
MS008,103876,DIAG,M25,0,Diagnosis Codes,"250MS",0.3018,"Other joint disorder, not elsewhere classified",1.1
MS008,21700,DIAG,S73,0,Diagnosis Codes,"251MS",0.1729,Dislocation and sprain of joint and ligaments of hip,1.1
MS008,105844,RC,"0250",0,Facility Fee,"250MS, 251MS",0.8222,"Pharmacy (Also see 063X, an extension of 250X) - General",1.1
MS008,84964,RC,"0710",0,Facility Fee,"251MS, 250MS",0.8041,Recovery Room - General,1.1
MS008,2595,RC,"0360",0,Facility Fee,"250MS, 251MS",0.8024,Operating Room Services - General,1.1
MS008,97060,RC,"0370",0,Facility Fee,"250MS, 251MS",0.7663,Anesthesia - General,1.1
MS008,1587,HCPCS,C1713,0,Facility Fee,"251MS, 250MS",0.7502,Implantable Anchor/Screw for Bone-to-bone/soft Tissue-to-bone Fixation,1.1
MS008,71284,RC,"0278",0,Facility Fee,"250MS, 251MS",0.6984,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - Other implants",1.1
MS008,10563,RC,"0272",0,Facility Fee,"251MS, 250MS",0.5986,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - Sterile",1.1
MS008,51412,RC,"0636",0,Facility Fee,"251MS, 250MS",0.5831,Pharmacy - Extension of 025X - Drugs requiring detailed coding,1.1
MS008,73540,HCPCS,J2405,0,Facility Fee,"251MS, 250MS",0.5629,"Intramuscular Injection of Ondansetron Hydrochloride, 1mg",1.1
MS008,32500,HCPCS,J0690,0,Facility Fee,"251MS, 250MS",0.5167,Intramuscular Injection of 500mg Cefazolin Sodium,1.1
MS008,67876,HCPCS,J3010,0,Facility Fee,"251MS, 250MS",0.5016,Intramuscular Injection of Fentanyl Citrate 0.1mg,1.1
MS008,53668,HCPCS,J2704,0,Facility Fee,"251MS, 250MS",0.4964,Intramuscular Injection of 10mg Propofol,1.1
MS008,1299,HCPCS,J2250,0,Facility Fee,"251MS, 250MS",0.4925,Intramuscular Injection of 1mg Midazolam Hydrochloride,1.1
MS008,44164,HCPCS,J1100,0,Facility Fee,"251MS, 250MS",0.4762,Intramuscular Injection of 1mg Dexamethasone Sodium Phosphate,1.1
MS008,16275,HCPCS,J1170,0,Facility Fee,"251MS",0.1479,"Injection of Hydromorphone, Up to 4 MG",1.1
MS008,83620,HCPCS,J1885,0,Facility Fee,"251MS",0.1415,Intramuscular Injection of 15mg Ketorolac Tromethamine,1.1
MS008,61492,RC,"0270",0,Optional Fee,"251MS, 250MS",0.3660,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - General",1.1
MS008,86548,RC,"0320",0,Optional Fee,"251MS",0.1183,Radiology Diagnostic - General,1.1
MS008,14788,HCPCS,J0171,0,Optional Fee,"251MS",0.1165,Injection of 0.1mg Epinephrine/Adrenaline into Body,1.1
MS008,47908,HCPCS,"01214",0,Professional Fee,"251MS, 250MS",0.4455,Anesthesia for Open Hip Joint Arthroplasty,1.1
OP000,71332,HCPCS,"66984",1,Base Code,"116OP",0.8842,Extracapsular Cataract Removal with Intraocular Lens Insertion,1.1
OP000,42388,HCPCS,"66982",1,Base Code,"167OP",0.1157,Complex Extracapsular Cataract Removal with Insertion of Iol,1.1
OP000,45700,DIAG,H25,0,Diagnosis Codes,"116OP, 167OP",0.8689,Age-related cataract,1.1
OP000,6339,RC,"0360",0,Facility Fee,"167OP, 116OP",0.6116,Operating Room Services - General,1.1
OP000,77572,RC,"0276",0,Facility Fee,"116OP, 167OP",0.5256,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - Intraocular lens",1.1
OP000,12292,RC,"0250",0,Facility Fee,"116OP, 167OP",0.5170,"Pharmacy (Also see 063X, an extension of 250X) - General",1.1
OP000,84724,RC,"0710",0,Facility Fee,"116OP, 167OP",0.4304,Recovery Room - General,1.1
OP000,61828,RC,"0370",0,Facility Fee,"167OP, 116OP",0.4299,Anesthesia - General,1.1
OP000,20932,HCPCS,V2632,0,Facility Fee,"167OP",0.0575,Replacement of Natural Lens with Artificial Lens in Back of Eye,1.1
OP000,77524,RC,"0636",0,Facility Fee,"167OP",0.0548,Pharmacy - Extension of 025X - Drugs requiring detailed coding,1.1
OP000,114820,RC,"0636",0,Optional Fee,"116OP",0.3165,Pharmacy - Extension of 025X - Drugs requiring detailed coding,1.1
OP000,76228,RC,"0272",0,Optional Fee,"167OP",0.0442,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - Sterile",1.1
OP000,435,HCPCS,J2250,0,Optional Fee,"167OP",0.0387,Intramuscular Injection of 1mg Midazolam Hydrochloride,1.1
OP000,99268,HCPCS,"00145",0,Professional Fee,"116OP, 167OP",0.4341,Otolaryngology Surgical Procedures without Major Complications,1.1
PU000,84580,HCPCS,"31624",1,Base Code,"115PU",0.5635,"Rigid/flexible Bronchoscopy, Including Fluoroscopy & Bronchial Alveolar Lavage",1.1
PU000,64516,HCPCS,"31622",1,Base Code,"113PU",0.2509,"Diagnostic Bronchoscopy with Fluoroscopy, Cell Washing",1.1
PU000,99892,HCPCS,"31623",1,Base Code,"114PU",0.1108,"Rigid or Flexible Bronchoscopy with Fluoroscopic Guidance, Including Brushing or Protected Brushings",1.1
PU000,21315,HCPCS,"31625",1,Base Code,"116PU",0.0747,Flexible or Rigid Bronchoscopy with Fluoroscopic Guidance and Endobronchial Biopsy(s),1.1
PU000,44500,DIAG,R91,0,Diagnosis Codes,"115PU, 114PU, 116PU",0.1525,Abnormal findings on diagnostic imaging of lung,1.1
PU000,49156,DIAG,C34,0,Diagnosis Codes,"114PU, 116PU",0.0383,Malignant neoplasm of bronchus and lung,1.1
PU000,97588,DIAG,J98,0,Diagnosis Codes,"113PU",0.0223,Other respiratory disorders,1.1
PU000,90148,RC,"0250",0,Facility Fee,"114PU, 113PU, 115PU, 116PU",0.7720,"Pharmacy (Also see 063X, an extension of 250X) - General",1.1
PU000,81220,RC,"0636",0,Facility Fee,"114PU, 113PU, 115PU, 116PU",0.7276,Pharmacy - Extension of 025X - Drugs requiring detailed coding,1.1
PU000,13299,RC,"0710",0,Facility Fee,"116PU, 114PU, 113PU, 115PU",0.6905,Recovery Room - General,1.1
PU000,53332,RC,"0370",0,Facility Fee,"116PU, 115PU, 113PU, 114PU",0.6875,Anesthesia - General,1.1
PU000,90868,HCPCS,J2704,0,Facility Fee,"113PU, 114PU, 116PU, 115PU",0.5968,Intramuscular Injection of 10mg Propofol,1.1
PU000,102100,HCPCS,"87188",0,Facility Fee,"115PU",0.5635,Susceptibility Testing of Antimicrobials by Macrobroth Dilution,1.1
PU000,81652,HCPCS,"88161",0,Facility Fee,"115PU",0.5466,Microscopically Examine Smears From Various Sources for Diagnosis,1.1
PU000,86788,HCPCS,J3010,0,Facility Fee,"113PU, 114PU, 116PU, 115PU",0.5443,Intramuscular Injection of Fentanyl Citrate 0.1mg,1.1
PU000,10228,RC,"0306",0,Facility Fee,"115PU, 114PU",0.4132,Laboratory - Bacteriology and Microbiology,1.1
PU000,103828,RC,"0311",0,Facility Fee,"116PU, 115PU, 114PU",0.3400,Laboratory Pathology - Cytology,1.1
PU000,19155,RC,"0300",0,Facility Fee,"115PU, 114PU",0.2899,Laboratory - General,1.1
PU000,66340,HCPCS,"87086",0,Facility Fee,"113PU",0.2506,Quantitative Analysis of Bacterial Colonies in Urine Culture,1.1
PU000,15747,RC,"0360",0,Facility Fee,"116PU, 113PU",0.1567,Operating Room Services - General,1.1
PU000,30916,HCPCS,"81001",0,Facility Fee,"114PU",0.1108,Automated Urinalysis with Dip Stick/Tablet Reagent and Microscopy,1.1
PU000,49300,RC,"0272",0,Facility Fee,"114PU, 116PU",0.1012,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - Sterile",1.1
PU000,109012,HCPCS,J1100,0,Facility Fee,"114PU, 116PU",0.0800,Intramuscular Injection of 1mg Dexamethasone Sodium Phosphate,1.1
PU000,64228,HCPCS,"88361",0,Facility Fee,"116PU",0.0353,Computer-assisted Tumor Analysis Through Antibody Staining for Specific Receptors,1.1
PU000,82948,RC,"0310",0,Facility Fee,"116PU",0.0326,Laboratory Pathology - General,1.1
PU000,31108,RC,"0312",0,Facility Fee,"116PU",0.0306,Laboratory Pathology - Histology,1.1
PU000,72292,RC,"0272",0,Optional Fee,"115PU, 113PU",0.2855,"Medical/Surgical Supplies and Devices (Also see 062X, an extension of 027X) - Sterile",1.1
PU000,5763,RC,"0360",0,Optional Fee,"114PU, 115PU",0.2618,Operating Room Services - General,1.1
PU000,108052,RC,"0310",0,Optional Fee,"114PU, 115PU",0.2196,Laboratory Pathology - General,1.1
PU000,20644,HCPCS,"88160",0,Optional Fee,"115PU",0.1898,Cell Analysis From Samples for Disease Detection and Interpretation,1.1
PU000,21603,HCPCS,J2405,0,Optional Fee,"113PU",0.0963,"Intramuscular Injection of Ondansetron Hydrochloride, 1mg",1.1
PU000,66676,HCPCS,"88334",0,Optional Fee,"113PU, 116PU",0.0913,"Examining Additional Sites During Pathology Consultation During Surgery; Additional Cytologic Examination Codes (eg, Touch Prep, Squash Prep)",1.1
PU000,15987,HCPCS,J2250,0,Optional Fee,"113PU",0.0901,Intramuscular Injection of 1mg Midazolam Hydrochloride,1.1
PU000,20404,RC,"0312",0,Optional Fee,"114PU",0.0336,Laboratory Pathology - Histology,1.1
PU000,75076,RC,"0306",0,Optional Fee,"116PU",0.0253,Laboratory - Bacteriology and Microbiology,1.1
PU000,17476,HCPCS,"88341",0,Optional Fee,"116PU",0.0251,Antibody Staining Procedure for Existing Histochemistry Specimen,1.1
PU000,23427,RC,"0300",0,Optional Fee,"116PU",0.0249,Laboratory - General,1.1
RA000,26788,HCPCS,"71046",1,Base Code,"166RA",0.2254,Radiographic Imaging of Chest; Two Projections,1.1
RA000,30676,HCPCS,"71045",1,Base Code,"165RA",0.1690,Radiograph of Chest for Viewing Single Structure,1.1
RA000,19539,HCPCS,"73630",1,Base Code,"231RA",0.0517,"Radiologic Imaging of Foot, 3+ Views",1.1
RA000,103684,HCPCS,"73030",1,Base Code,"204RA",0.0464,"2d X-ray Imaging of Shoulder for Diagnosis",1.1
RA000,25828,HCPCS,"72100",1,Base Code,"184RA",0.0416,X-ray Imaging of Lower Back From 2-3 Angles,1.1
RA000,11139,HCPCS,"73610",1,Base Code,"229RA",0.0410,Radiologic Ankle Imaging with 3 Views,1.1
RA000,72484,HCPCS,"74018",1,Base Code,"243RA",0.0360,Radiography of Abdomen with 1 Image,1.1
RA000,9124,HCPCS,"73562",1,Base Code,"222RA",0.0347,Radiography of Knee with 3 Imaging Views,1.1
RA000,65668,HCPCS,"73502",1,Base Code,"442RA",0.0325,"Radiographic Evaluation of Hip with Pelvis on 1 Side, 2-3 Images",1.1
RA000,32596,HCPCS,"73130",1,Base Code,"212RA",0.0315,"X-ray Imaging of the Hand, Requiring 3 Views",1.1
RA000,26020,HCPCS,"73564",1,Base Code,"223RA",0.0313,Knee X-ray 4+ Views for Comprehensive Evaluation,1.1
RA000,95284,HCPCS,"73110",1,Base Code,"210RA",0.0269,"Radiological Imaging of Wrist, 3+ Views",1.1
RA000,627,HCPCS,"73560",1,Base Code,"221RA",0.0211,"X-ray Imaging of Knee, One or Two Views",1.1
RA000,10035,HCPCS,"72110",1,Base Code,"120RA",0.0209,X-ray Imaging of Lower Spine From 4 Angles,1.1
RA000,81076,HCPCS,"72040",1,Base Code,"176RA",0.0183,"Radiographic Imaging of the Neck Spine, Two to Three Views",1.1
RA000,31876,HCPCS,"73140",1,Base Code,"213RA",0.0157,Radiographic Imaging of Finger(s) with 2 or More Views,1.1
RA000,21364,HCPCS,"72050",1,Base Code,"177RA",0.0144,Radiologic Examination of Cervical Spine in 4-5 Views,1.1
RA000,67156,HCPCS,"73080",1,Base Code,"206RA",0.0127,Three-view Radiologic Imaging of Elbow,1.1
RA000,58468,HCPCS,"73590",1,Base Code,"226RA",0.0119,"2-view X-ray of Tibia and Fibula",1.1
RA000,88660,HCPCS,"72170",1,Base Code,"197RA",0.0094,X-ray Imaging of the Pelvic Region From One or Two Angles,1.1
RA000,98932,HCPCS,"73090",1,Base Code,"207RA",0.0084,"Radiologic Imaging of Forearm, Two-angle Views",1.1
RA000,54436,HCPCS,"72082",1,Base Code,"181RA",0.0079,"Radiologic Scan of Full Spine From Skull to Sacrum, 2-3 Views",1.1
RA000,9363,HCPCS,"72070",1,Base Code,"178RA",0.0073,Two-view Radiographic Imaging of Thoracic Spine,1.1
RA000,24628,HCPCS,"72072",1,Base Code,"179RA",0.0060,"X-ray Imaging of Thoracic Spine, 3 View Angles",1.1
RA000,772,HCPCS,"73070",1,Base Code,"205RA",0.0050,"Radiologic Imaging of Elbow, Two-view Series",1.1
RA000,95236,HCPCS,"73100",1,Base Code,"209RA",0.0050,X-ray of Wrist in Two Positions,1.1
RA000,56788,HCPCS,"73660",1,Base Code,"233RA",0.0048,"Radiography of Two or More Toes, Minimum of Two Views",1.1
RA000,63892,HCPCS,"73000",1,Base Code,"203RA",0.0045,X-ray Imaging of Both Clavicles,1.1
RA000,7012,HCPCS,"73521",1,Base Code,"218RA",0.0040,"Bilateral Hip Radiography with Pelvis, 2 Views",1.1
RA000,19924,HCPCS,"73120",1,Base Code,"211RA",0.0040,Radiographic Imaging of Hands in Two Projections,1.1
RA000,39028,HCPCS,"74022",1,Base Code,"245RA",0.0040,"X-ray of Abdomen and Chest, Multiple Angles",1.1
RA000,10324,HCPCS,"70360",1,Base Code,"150RA",0.0037,Soft Tissue Radiologic Neck Imaging,1.1
RA000,98836,HCPCS,"73620",1,Base Code,"230RA",0.0036,"Radiograph of Feet, Two Projection Angles",1.1
RA000,75988,HCPCS,"73522",1,Base Code,"219RA",0.0035,"Bilateral Hip Radiograph with Pelvis, 3-4 Views",1.1
RA000,38164,HCPCS,"72081",1,Base Code,"180RA",0.0033,"Radiologic Spine Thoracic Through Sacral Imaging, Including Skull, 1 View",1.1
RA000,106996,HCPCS,"73600",1,Base Code,"228RA",0.0032,Radiographic Imaging of Ankle Using Two Angles,1.1
RA000,7539,HCPCS,"72114",1,Base Code,"185RA",0.0029,Radiology Imaging of Lumbosacral Spine with 6 Views During Bending,1.1
RA000,29044,HCPCS,"73523",1,Base Code,"220RA",0.0028,"Bilateral Hip Radiographic Imaging with Pelvis, 5+ Views",1.1
RA000,8643,HCPCS,"77073",1,Base Code,"299RA",0.0024,Radiographic Measurement of Bone Length,1.1
RA000,18148,HCPCS,"72220",1,Base Code,"126RA",0.0022,Radiologic Imaging of Sacrum and Coccyx with 2+ Views,1.1
RA000,63988,HCPCS,"73501",1,Base Code,"217RA",0.0020,"X-ray of Hip and Pelvis, One View, Unilateral",1.1
RA000,98260,HCPCS,"72020",1,Base Code,"175RA",0.0019,Single View Spine Radiograph at Specified Level,1.1
RA000,11187,HCPCS,"73650",1,Base Code,"232RA",0.0015,Radiography of the Calcaneus Bones in at Least Two Views,1.1
RA000,36148,HCPCS,"72190",1,Base Code,"198RA",0.0014,"Radiologic Examination of Pelvis, 3-view Imaging Study",1.1
RA000,113284,HCPCS,"73020",1,Base Code,"128RA",0.0012,"X-ray of Shoulder Joint, 1 Image Taken",1.1
RA000,57556,HCPCS,"72120",1,Base Code,"186RA",0.0012,Two or Three Radiographic Spine Bending Views of Lumbosacral Area,1.1
RA000,27604,HCPCS,"74021",1,Base Code,"244RA",0.0011,Radiologic Imaging of Abdomen with 3+ Views,1.1
RA000,49492,HCPCS,"73565",1,Base Code,"224RA",0.0011,Standing Anteroposterior Radiologic Knee Examination of Both Knees,1.1
RA000,24724,HCPCS,"71111",1,Base Code,"168RA",0.0009,Bilateral Rib Radiologic Examination with Pa Chest and 4 Views,1.1
RA000,60724,HCPCS,"72080",1,Base Code,"119RA",0.0009,"X-ray Imaging of Thoracolumbar Spine, Minimum of 2 Views",1.1
RA000,19492,HCPCS,"72083",1,Base Code,"182RA",0.0005,Radiography of Cranio-cervicothoraco-lumbosacral Spine with 4-5 Views,1.1
RA000,85924,HCPCS,"76010",1,Base Code,"138RA",0.0004,Radiologic Imaging of Kid to Locate Foreign Body in Nose-rectum,1.1
RA000,12772,HCPCS,"70260",1,Base Code,"147RA",0.0004,Radiography of Skull Using at Least 4 Views,1.1
RA000,22420,HCPCS,"72084",1,Base Code,"183RA",0.0004,"Radiographic Imaging of Skull to Sacrum of Spine, Minimum 6 Views",1.1
RA000,110500,HCPCS,"71120",1,Base Code,"169RA",0.0003,Digital X-ray Imaging of Sternum From Multiple Angles,1.1
RA000,46804,HCPCS,"71047",1,Base Code,"167RA",0.0002,Radiography of Chest Using Three X-ray Views,1.1
RA000,108484,HCPCS,"70200",1,Base Code,"101RA",0.0002,Radiographic Imaging of the Orbital Region with at Least 4 Views,1.1
RA000,78676,HCPCS,"71048",1,Base Code,"113RA",0.0002,X-ray Imaging of Chest with 4+ Views,1.1
RA000,17524,HCPCS,"70330",1,Base Code,"148RA",0.0001,"Radiologic Exam of Tmj in Open and Closed Position, Both Sides",1.1
RA000,20692,HCPCS,"70100",1,Base Code,"100RA",0.0001,"Radiographic Examination of Partial Mandible, Fewer than Four Views",1.1
RA000,109492,HCPCS,"70140",1,Base Code,"146RA",0.0001,Radiography of Facial Bones Using Less than 3 Views,1.1
RA000,436,HCPCS,"73592",1,Base Code,"227RA",0.0000,"Radiography of Infant Lower Extremity, Min. 2 Views",1.1
RA000,65044,HCPCS,"77076",1,Base Code,"300RA",0.0000,Radiological Imaging to Examine Bones of Infant,1.1
RA000,16420,HCPCS,"73092",1,Base Code,"208RA",0.0000,"X-ray Imaging of Infant Arms, Minimum of 2 Views",1.1
RA000,72148,HCPCS,"71130",1,Base Code,"170RA",0.0000,X-ray Imaging of Sternoclavicular Joints From 3 Angles,1.1
RA000,67348,DIAG,M25,0,Diagnosis Codes,"229RA, 220RA, 219RA, 217RA, 204RA, 203RA, 170RA, 218RA, 211RA, 206RA, 128RA, 198RA, 209RA, 224RA, 299RA, 223RA, 221RA, 228RA, 205RA, 197RA, 222RA, 442RA, 210RA",0.1209,"Other joint disorder, not elsewhere classified",1.1
RA000,85156,DIAG,M54,0,Diagnosis Codes,"178RA, 176RA, 182RA, 184RA, 175RA, 120RA, 119RA, 179RA, 186RA, 183RA, 177RA, 126RA, 185RA, 181RA",0.0476,Dorsalgia,1.1
RA000,9891,DIAG,R05,0,Diagnosis Codes,"166RA, 167RA, 113RA",0.0451,Cough,1.1
RA000,18100,DIAG,M79,0,Diagnosis Codes,"227RA, 211RA, 207RA, 231RA, 208RA, 230RA, 212RA, 213RA, 228RA, 233RA, 226RA, 232RA",0.0432,"Oth and unsp soft tissue disorders, not elsewhere classified",1.1
RA000,100900,DIAG,R07,0,Diagnosis Codes,"169RA, 168RA, 165RA",0.0365,Pain in throat and chest,1.1
RA000,6580,DIAG,M17,0,Diagnosis Codes,"299RA, 224RA, 223RA, 221RA, 222RA",0.0163,Osteoarthritis of knee,1.1
RA000,13252,DIAG,S52,0,Diagnosis Codes,"205RA, 210RA, 206RA, 207RA, 209RA",0.0138,Fracture of forearm,1.1
RA000,104020,DIAG,M47,0,Diagnosis Codes,"120RA, 186RA, 177RA, 185RA, 176RA, 184RA",0.0121,Spondylosis,1.1
RA000,11476,DIAG,N20,0,Diagnosis Codes,"243RA, 244RA",0.0120,Calculus of kidney and ureter,1.1
RA000,7876,DIAG,S82,0,Diagnosis Codes,"226RA, 229RA, 228RA",0.0105,"Fracture of lower leg, including ankle",1.1
RA000,29764,DIAG,R10,0,Diagnosis Codes,"243RA, 244RA, 245RA",0.0084,Abdominal and pelvic pain,1.1
RA000,74644,DIAG,S62,0,Diagnosis Codes,"213RA, 212RA",0.0079,Fracture at wrist and hand level,1.1
RA000,42052,DIAG,M16,0,Diagnosis Codes,"442RA, 220RA, 219RA, 217RA, 218RA",0.0068,Osteoarthritis of hip,1.1
RA000,11572,DIAG,S92,0,Diagnosis Codes,"231RA, 233RA, 232RA",0.0067,"Fracture of foot and toe, except ankle",1.1
RA000,820,DIAG,M19,0,Diagnosis Codes,"211RA, 204RA, 128RA",0.0065,Other and unspecified osteoarthritis,1.1
RA000,36100,DIAG,K59,0,Diagnosis Codes,"243RA, 244RA, 245RA",0.0065,Other functional intestinal disorders,1.1
RA000,3748,DIAG,M41,0,Diagnosis Codes,"182RA, 180RA, 183RA, 181RA",0.0063,Scoliosis,1.1
RA000,45844,DIAG,S93,0,Diagnosis Codes,"229RA",0.0050,"Disloc & sprain of joints & ligaments at ankl, ft & toe lev",1.1
RA000,1443,DIAG,S42,0,Diagnosis Codes,"203RA, 205RA",0.0035,Fracture of shoulder and upper arm,1.1
RA000,58228,DIAG,S69,0,Diagnosis Codes,"213RA",0.0021,"Other and unspecified injuries of wrist, hand and finger(s)",1.1
RA000,83284,DIAG,Q65,0,Diagnosis Codes,"197RA",0.0010,Congenital deformities of hip,1.1
RA000,41044,DIAG,M53,0,Diagnosis Codes,"126RA",0.0010,"Other and unspecified dorsopathies, not elsewhere classified",1.1
